3050 4030 3
218 737 1.44 2.25
218 4281 10.73 20.1
218 2822 1.49 3.17
218 2378 9.94 23.49
219 293 5.25 8.7
219 4491 10.99 22.79
219 1608 18.9 43.0
219 4461 4.44 5.56
219 34 13.91 30.78
220 4555 6.56 13.47
220 2069 3.09 6.04
220 200 6.44 14.95
220 2803 14.89 36.47
220 3732 5.61 11.92
221 3988 13.32 23.0
221 4239 11.09 26.27
221 2707 8.41 17.24
221 4768 15.07 30.97
221 3373 4.81 9.28
222 3379 9.3 15.29
222 3744 15.04 30.41
222 212 1.76 4.17
222 4730 3.53 5.32
222 2344 1.74 4.26
223 4237 17.62 37.17
223 1813 2.62 6.37
223 605 19.96 44.07
223 2236 11.28 14.28
223 2830 9.18 20.09
224 2005 9.5 20.25
224 910 5.91 7.85
224 2967 8.11 20.03
224 948 5.61 11.67
224 4217 17.19 41.99
225 124 10.85 21.08
225 3477 4.23 7.18
225 862 7.54 14.91
225 3219 14.21 19.45
225 706 14.91 32.97
226 1119 7.23 11.51
226 1104 10.32 12.46
226 1371 11.34 28.27
226 2361 5.29 12.27
226 3287 13.16 30.7
227 233 9.2 22.15
227 2058 8.93 15.44
227 4550 2.68 3.28
227 3675 16.99 42.2
227 1483 7.16 9.9
228 3406 1.46 3.04
228 2039 1.62 2.14
228 4255 16.57 31.11
228 1473 2.62 4.99
228 1191 8.95 17.45
229 1574 8.69 13.31
229 2958 9.05 12.39
229 811 4.34 8.92
229 1010 17.1 33.96
229 2318 2.76 6.64
230 3251 16.86 36.48
230 1490 6.29 9.77
230 3598 18.36 25.49
230 3004 19.44 27.24
230 2960 17.45 35.04
231 852 16.02 22.44
231 1990 14.72 23.25
231 832 13.54 28.44
231 1984 11.31 20.34
231 3104 11.65 15.91
232 504 15.26 25.4
232 4172 16.89 36.08
232 2977 10.56 14.45
232 3565 19.17 27.77
232 3007 7.83 11.53
233 1440 7.79 17.5
233 2935 13.9 27.45
233 1647 4.62 6.21
233 1741 19.42 28.66
233 3728 12.32 28.0
234 1967 7.38 15.07
234 635 4.88 6.73
234 1813 6.9 9.72
234 3919 7.29 11.07
234 2180 19.42 37.96
235 634 12.09 16.11
235 2867 7.27 8.87
235 1595 20.0 46.11
235 2556 19.96 30.32
235 3787 10.31 21.51
236 1343 17.84 34.78
236 3368 8.28 18.19
236 1409 13.17 29.87
236 1352 19.56 37.44
236 781 6.12 13.33
237 1051 8.06 11.86
237 1628 13.93 19.46
237 3058 1.23 2.69
237 2225 12.78 27.06
237 2588 2.01 3.9
238 1930 1.11 1.54
238 2451 19.08 45.83
238 544 11.58 18.42
238 4995 1.53 2.54
238 1735 8.72 11.69
239 886 11.48 21.19
239 2486 4.07 8.42
239 2942 3.21 7.1
239 2964 15.86 30.41
239 364 2.63 4.88
240 3718 8.96 19.63
240 383 19.67 34.66
240 1949 12.97 22.77
240 3482 2.95 3.79
240 2054 15.35 27.15
241 3769 17.71 31.79
241 2910 7.98 9.85
241 267 9.91 13.89
241 3776 8.5 13.65
241 1626 8.59 16.88
242 4731 12.89 29.54
242 1369 6.86 13.39
242 3444 1.75 2.11
242 983 16.75 20.35
242 1243 9.54 17.93
243 1162 10.25 15.72
243 4521 4.57 10.94
243 1898 17.19 39.06
243 2323 8.13 14.83
243 1897 16.26 25.47
244 1395 4.32 5.5
244 3523 13.29 29.04
244 4754 14.68 21.52
244 301 11.7 17.55
244 4169 9.86 15.26
245 1335 14.41 18.83
245 4795 19.86 41.84
245 723 16.53 20.03
245 3011 15.66 25.75
245 1654 15.43 20.41
246 4808 11.93 21.4
246 3254 19.0 45.73
246 4564 6.28 14.82
246 2110 6.89 9.73
246 1687 3.23 6.73
247 194 9.74 22.31
247 4723 1.54 3.29
247 2099 5.61 9.91
247 3906 19.34 32.8
247 2794 6.22 13.33
248 1732 10.59 16.42
248 3376 6.77 14.89
248 4668 18.58 29.69
248 3868 6.01 7.66
248 2142 1.08 2.65
249 4456 18.9 42.41
249 3735 3.28 4.07
249 4631 19.33 34.94
249 2461 17.5 24.1
249 2336 15.66 19.16
250 2394 13.58 27.63
250 545 0.7 1.28
250 1533 16.27 32.83
250 2128 18.29 22.77
250 1737 15.43 30.18
251 3039 6.73 16.38
251 4806 13.04 19.25
251 2561 6.37 15.58
251 1344 10.52 24.02
251 456 18.3 25.55
252 4160 6.37 15.41
252 4368 13.23 17.68
252 1907 1.04 1.4
252 2692 18.19 36.93
252 2109 1.72 3.88
253 1121 14.25 29.79
253 1925 6.2 8.71
253 1096 6.42 14.35
253 888 8.34 15.84
253 4292 2.42 3.99
254 3527 11.58 19.93
254 1007 1.5 3.45
254 4573 10.74 13.55
254 2131 5.83 7.28
254 4588 4.86 7.77
255 1849 1.93 2.5
255 3240 9.35 17.8
255 4713 8.62 14.81
255 2285 2.07 3.57
255 4601 19.34 37.81
256 1290 9.75 19.75
256 882 2.35 5.77
256 4884 9.24 13.63
256 3480 15.87 28.64
256 1798 19.43 43.6
257 269 19.69 35.24
257 2694 6.36 10.48
257 2258 3.94 6.25
257 2064 15.78 22.26
257 1047 12.65 16.17
258 1023 19.58 48.5
258 1982 8.33 12.94
258 748 14.86 26.64
258 3280 14.24 22.4
258 3223 2.98 4.75
259 372 16.79 27.58
259 4928 10.31 17.47
259 4619 1.36 3.26
259 2058 2.14 2.83
259 1055 15.29 19.38
260 1576 7.82 10.8
260 3360 14.73 34.11
260 1499 10.82 16.31
260 400 11.08 17.18
260 1079 10.79 16.54
261 4227 18.53 44.67
261 1031 10.12 23.1
261 235 7.07 14.08
261 206 9.48 15.78
261 4751 1.07 1.59
262 4029 18.37 22.54
262 2296 13.42 19.7
262 1785 6.29 13.5
262 4180 15.89 34.88
262 920 17.12 30.58
263 1999 13.14 16.28
263 293 15.99 19.6
263 4704 14.0 30.18
263 905 13.2 28.74
263 2811 9.52 13.58
264 1948 2.77 6.2
264 2026 19.47 23.44
264 3979 5.52 10.21
264 4502 18.97 25.43
264 2889 16.9 29.16
265 1401 11.79 24.28
265 3430 13.57 29.57
265 447 16.31 28.46
265 479 1.07 2.22
265 56 17.74 41.54
266 989 10.98 17.84
266 416 15.73 32.82
266 475 1.2 1.47
266 732 11.14 23.58
266 4751 19.53 40.47
267 4688 1.4 2.43
267 2301 8.76 15.16
267 2252 7.77 18.14
267 955 14.4 22.78
267 3736 5.53 7.21
268 884 14.55 34.86
268 4161 16.27 35.3
268 966 15.63 27.81
268 3798 7.06 14.0
268 4167 17.55 24.42
269 327 3.2 5.34
269 142 10.01 16.65
269 1095 15.92 30.54
269 2670 15.69 29.15
269 2212 3.33 8.06
270 714 10.97 19.71
270 2822 11.83 22.25
270 2487 1.67 4.17
270 3275 2.94 6.7
270 3397 16.28 36.35
271 866 11.32 25.36
271 457 7.49 9.95
271 2506 13.8 18.46
271 3835 19.2 47.52
271 3530 16.74 38.21
272 2137 16.82 40.89
272 1257 9.48 23.37
272 3732 10.48 12.65
272 511 17.75 22.44
272 3510 5.26 10.64
273 3474 1.17 2.79
273 4561 10.71 17.12
273 3308 12.59 26.01
273 2160 17.18 28.78
273 4314 7.78 14.2
274 4688 8.5 20.86
274 659 13.84 27.45
274 2222 14.03 28.55
274 935 2.53 6.16
274 1388 17.79 31.68
275 1090 13.26 27.97
275 4692 18.79 39.49
275 3023 8.86 16.45
275 2044 11.71 20.48
275 4520 15.58 19.67
276 2617 18.49 34.59
276 2217 6.61 14.31
276 3976 19.99 47.56
276 4493 11.94 18.75
276 2733 16.13 29.32
277 4923 12.57 27.7
277 1960 6.52 11.85
277 3187 19.84 34.73
277 3063 10.76 26.71
277 3470 14.52 28.05
278 3276 13.8 28.95
278 4180 17.55 35.31
278 3696 14.94 37.09
278 1060 2.8 4.71
278 2384 16.35 39.01
279 577 9.78 17.22
279 485 3.72 8.03
279 2518 1.89 3.33
279 4424 16.07 31.58
279 4011 8.25 12.54
280 3134 7.36 13.54
280 493 15.51 24.76
280 2413 11.61 21.64
280 3499 4.52 7.02
280 4884 19.51 45.23
281 4107 9.18 13.08
281 3427 6.86 12.88
281 282 4.57 6.05
281 2989 13.64 27.37
281 925 2.88 6.34
282 2396 12.19 18.54
282 1945 13.37 21.9
282 3698 7.24 11.73
282 3792 13.15 32.52
282 3549 7.47 12.44
283 4784 12.42 22.64
283 685 12.14 26.23
283 3943 19.79 28.41
283 3463 13.62 27.79
283 2804 13.84 22.56
284 1189 15.01 21.35
284 3079 12.83 23.68
284 528 2.29 5.67
284 3557 5.89 9.31
284 1428 18.06 22.4
285 3378 5.83 12.78
285 3129 10.91 14.23
285 3538 6.29 12.04
285 4496 6.64 10.38
285 3290 12.15 26.25
286 4242 13.98 31.5
286 3193 12.23 18.6
286 2273 10.2 22.54
286 105 1.25 2.2
286 4885 7.21 9.45
287 2262 0.85 1.35
287 1661 9.45 20.06
287 3420 19.44 33.37
287 212 6.24 11.21
287 1214 4.85 6.67
288 3512 18.16 27.46
288 3387 13.36 33.36
288 1223 16.6 36.74
288 2382 18.03 39.19
288 2636 4.79 10.8
289 1319 0.55 0.79
289 2045 17.02 40.35
289 4109 5.58 6.9
289 3183 6.7 12.68
289 1239 0.58 0.89
290 3459 8.14 15.33
290 4159 9.49 18.0
290 244 4.95 11.33
290 4761 14.18 19.47
290 4908 3.41 5.78
291 672 19.97 25.04
291 297 13.79 30.89
291 939 18.82 37.77
291 4450 13.24 20.77
291 3887 16.92 41.93
292 4412 13.4 22.18
292 787 1.61 2.72
292 2660 2.85 6.44
292 1672 6.07 13.33
292 3234 19.37 46.6
293 2401 9.24 19.45
293 3767 11.33 20.81
293 2345 1.43 2.9
293 906 5.68 8.57
293 3949 13.27 29.19
294 1349 7.83 11.89
294 4350 19.62 35.84
294 3361 0.54 0.79
294 222 5.12 11.61
294 3506 16.05 37.11
295 715 19.33 42.89
295 1831 14.05 29.21
295 1711 2.26 4.9
295 265 0.87 1.12
295 989 16.57 29.36
296 3245 6.17 10.84
296 2863 6.49 14.08
296 626 0.9 2.22
296 46 17.35 35.84
296 3588 9.48 23.26
297 1712 16.61 38.77
297 1400 4.82 6.68
297 1531 5.73 12.2
297 1170 3.95 5.09
297 1716 15.52 38.43
298 3532 7.56 15.62
298 2985 11.31 21.53
298 603 15.3 27.5
298 4265 15.74 22.06
298 3677 13.19 30.45
299 915 18.21 42.47
299 1884 19.31 41.72
299 1556 2.21 2.66
299 3698 8.78 18.24
299 3786 7.56 18.5
300 4740 17.74 26.98
300 1882 1.09 2.03
300 4562 13.86 20.58
300 670 1.32 1.63
300 3561 10.06 18.93
301 1091 11.18 22.93
301 4818 12.52 21.01
301 3871 0.68 1.34
301 4010 17.87 39.5
301 2187 1.2 1.96
302 3215 17.98 30.22
302 1222 18.6 37.42
302 3264 5.48 12.27
302 427 1.93 2.84
302 4588 2.85 3.81
303 1414 8.97 20.16
303 2330 6.88 16.87
303 945 6.39 12.41
303 409 4.48 11.15
303 3072 13.73 34.06
304 911 7.85 11.81
304 4456 10.93 18.9
304 2955 13.3 17.86
304 4114 4.9 10.95
304 1356 16.16 35.95
305 882 0.65 1.23
305 2390 11.56 25.56
305 2653 19.17 36.56
305 4711 11.78 22.36
305 4295 3.37 4.68
306 3595 7.78 13.29
306 2465 8.15 18.07
306 3878 11.27 24.02
306 1768 7.65 15.08
306 622 19.95 33.67
307 320 17.19 29.64
307 1642 15.69 24.41
307 268 5.96 14.09
307 887 18.66 44.66
307 1841 18.45 24.24
308 4401 10.18 13.46
308 1765 18.07 24.12
308 2406 14.88 34.75
308 1325 19.59 44.3
308 1333 15.61 36.55
309 3383 14.69 35.95
309 2304 14.38 30.69
309 673 18.2 39.11
309 4937 3.34 5.98
309 4518 17.06 21.29
310 1867 7.15 9.31
310 2947 19.01 24.15
310 267 19.28 29.8
310 4423 18.9 33.84
310 1292 2.09 3.37
311 3154 8.29 11.34
311 4628 3.87 4.99
311 904 11.83 27.01
311 1163 8.14 19.52
311 680 2.71 4.79
312 2004 13.27 26.04
312 2026 18.7 26.48
312 2621 16.89 27.17
312 2928 1.11 2.24
312 3929 0.74 1.68
313 265 5.76 9.09
313 3700 10.74 18.1
313 567 3.51 6.78
313 4361 18.71 41.75
313 4778 7.17 10.25
314 1398 6.27 9.37
314 68 15.8 21.81
314 17 5.91 8.65
314 1116 3.43 4.49
314 3571 15.43 31.44
315 3231 14.6 28.73
315 3224 11.32 19.52
315 2439 18.45 29.18
315 4854 11.02 15.9
315 3087 7.08 11.76
316 142 0.7 1.46
316 4098 11.09 16.79
316 3281 8.73 15.16
316 3420 2.28 2.81
316 290 14.98 27.43
317 4742 15.58 26.36
317 58 10.85 24.41
317 3467 6.56 11.6
317 4543 3.49 6.24
317 1104 7.8 16.69
318 2902 6.53 14.58
318 1537 5.23 11.95
318 1720 11.19 24.96
318 2441 19.02 27.29
318 4828 3.62 8.93
319 2074 6.24 8.03
319 2533 14.79 29.2
319 653 10.08 21.26
319 3670 0.69 1.29
319 3603 0.83 1.24
320 1388 14.99 33.58
320 1816 18.16 40.95
320 607 13.31 30.56
320 3687 5.75 11.27
320 108 16.49 28.57
321 1434 18.46 27.23
321 3493 18.88 37.66
321 4322 11.96 25.24
321 2975 19.17 23.49
321 1145 5.23 7.39
322 3736 8.7 12.5
322 3589 14.19 28.89
322 2249 7.85 13.43
322 2035 14.96 29.8
322 4344 13.91 19.22
323 1209 6.5 14.12
323 3771 8.46 11.4
323 3583 9.65 14.4
323 2305 19.43 23.37
323 4864 4.5 8.38
324 3107 13.46 32.64
324 4365 11.44 14.89
324 3928 7.53 17.82
324 2115 1.22 1.81
324 3288 7.88 19.38
325 3260 13.82 22.7
325 708 11.58 22.31
325 1976 3.54 7.44
325 516 1.22 1.72
325 2490 8.16 19.62
326 3710 16.23 24.92
326 3613 11.32 17.1
326 1228 6.72 12.8
326 4117 13.9 29.87
326 1475 3.39 6.88
327 2220 13.05 31.83
327 1861 2.81 4.93
327 4986 19.35 45.79
327 1624 10.87 13.95
327 4407 14.64 20.65
328 2243 5.26 8.56
328 898 7.78 11.61
328 3828 12.94 29.93
328 4622 14.33 26.97
328 3944 9.92 13.65
329 3626 10.64 14.92
329 2747 7.3 10.01
329 2691 19.68 43.26
329 1230 9.74 16.73
329 770 11.56 22.97
330 4871 18.1 34.27
330 2311 1.3 1.85
330 4138 14.14 35.16
330 3476 14.57 24.17
330 416 18.3 32.68
331 2837 13.56 22.97
331 4015 11.48 22.11
331 1187 18.04 22.35
331 455 12.07 19.2
331 1939 7.71 10.96
332 2592 3.66 8.12
332 3761 14.51 23.28
332 3253 2.67 4.55
332 2725 3.15 6.8
332 3102 0.74 1.81
333 880 14.3 28.9
333 764 16.42 25.87
333 1185 4.12 9.47
333 1961 11.74 14.66
333 3029 17.1 25.02
334 2982 4.34 8.18
334 2767 10.3 15.14
334 1334 13.3 26.14
334 4149 12.47 20.89
334 2955 1.74 2.49
335 1925 10.82 23.17
335 1249 1.06 1.52
335 1659 17.22 27.2
335 721 3.25 5.4
335 1130 2.35 3.72
336 4818 2.79 4.65
336 830 5.18 7.11
336 4621 15.26 24.86
336 1247 2.85 6.47
336 850 9.9 11.89
337 683 3.93 6.88
337 2829 19.71 40.46
337 3196 1.62 3.75
337 1588 9.96 23.46
337 2248 18.03 37.79
338 3909 2.41 2.95
338 924 11.07 19.31
338 4641 1.96 4.19
338 3026 16.17 20.65
338 3181 4.64 10.56
339 4265 5.59 12.42
339 2083 16.5 24.73
339 1587 11.32 19.47
339 1716 17.87 21.99
339 2034 3.63 8.77
340 1015 2.52 4.47
340 1477 8.64 18.5
340 4430 16.09 37.53
340 2732 4.76 8.79
340 1164 3.37 5.28
341 1300 1.02 2.49
341 3858 5.19 8.42
341 656 4.18 9.75
341 3368 9.91 14.33
341 1321 6.54 8.94
342 1659 16.85 20.5
342 1218 5.56 9.45
342 845 6.11 8.0
342 3232 16.38 34.11
342 4214 5.76 10.38
343 449 0.57 1.2
343 815 2.64 4.54
343 282 19.81 44.78
343 424 7.94 17.9
343 3618 7.17 10.11
344 1805 6.69 13.77
344 4571 9.8 20.17
344 3239 4.32 6.25
344 3095 5.25 10.23
344 2054 10.31 19.72
345 1715 11.02 26.76
345 2595 17.66 25.86
345 4416 18.16 28.87
345 613 7.66 11.12
345 4248 16.27 25.75
346 4692 19.23 32.8
346 1961 8.5 19.44
346 1456 16.36 39.18
346 1062 16.36 30.42
346 2245 13.98 24.73
347 3816 7.3 14.37
347 3554 7.22 11.51
347 939 16.1 26.2
347 4597 7.11 12.65
347 4323 5.77 12.33
348 2776 5.82 8.89
348 3252 17.58 23.46
348 938 1.47 3.34
348 2190 17.54 41.32
348 3363 6.15 8.35
349 4931 8.89 20.75
349 4754 8.46 17.15
349 211 11.1 22.19
349 2226 5.9 12.03
349 2179 0.84 1.61
350 4217 11.78 25.96
350 3732 9.18 22.29
350 2022 14.31 34.2
350 3920 8.5 20.84
350 1873 8.77 20.66
351 2850 15.8 33.89
351 1061 3.69 8.98
351 3187 17.44 32.49
351 3710 18.86 32.89
351 3460 6.7 9.67
352 594 6.41 9.22
352 1026 1.86 3.79
352 3324 4.04 9.38
352 1838 6.04 13.05
352 2396 7.64 17.94
353 1509 14.49 33.93
353 562 1.92 3.32
353 1491 11.25 13.62
353 134 5.87 14.15
353 218 7.43 16.05
354 2512 5.87 11.99
354 680 6.4 9.3
354 419 15.69 27.22
354 437 7.08 10.56
354 2158 5.35 12.1
355 376 14.16 20.56
355 1614 4.04 10.02
355 640 14.17 19.21
355 2354 4.31 5.64
355 4841 13.08 31.57
356 2434 8.12 17.97
356 4669 15.14 32.39
356 4206 12.69 27.38
356 4127 16.04 26.61
356 328 12.76 30.15
357 4688 2.26 4.5
357 3178 14.82 27.67
357 2435 18.94 27.82
357 4781 16.76 35.06
357 1548 17.09 21.17
358 2958 11.63 22.76
358 4482 15.34 30.62
358 1924 2.66 6.09
358 2569 4.93 10.7
358 3170 3.93 6.85
359 4250 4.23 6.81
359 3531 8.67 18.94
359 3581 10.13 22.35
359 1014 0.53 1.06
359 1266 15.3 24.92
360 2203 8.37 10.15
360 4212 18.82 41.74
360 3085 16.05 27.75
360 1478 13.68 16.69
360 1058 13.55 28.71
361 120 13.03 20.29
361 4248 5.52 7.66
361 2559 10.99 17.06
361 462 6.36 13.18
361 2955 6.24 14.2
362 3594 12.12 21.52
362 3356 4.65 5.85
362 4506 17.61 33.25
362 471 18.91 26.42
362 1558 1.95 4.86
363 2440 8.91 17.0
363 2859 15.44 37.15
363 1651 16.07 33.61
363 995 17.62 27.99
363 645 11.82 19.64
364 3543 9.32 12.71
364 2213 16.54 23.83
364 2606 0.97 1.57
364 2274 19.03 45.27
364 3035 12.84 29.77
365 1364 16.55 29.79
365 1519 10.78 14.83
365 3961 4.2 8.55
365 4568 7.45 16.8
365 1550 13.43 21.42
366 245 1.1 1.42
366 3041 5.3 8.21
366 2463 16.94 22.4
366 3818 1.26 1.71
366 2937 5.73 7.7
367 3587 2.19 3.85
367 263 13.96 30.95
367 1323 5.76 12.75
367 910 2.6 4.08
367 4648 18.75 23.48
368 838 5.3 9.15
368 412 13.02 31.39
368 326 1.13 2.13
368 1097 16.29 20.34
368 4744 16.22 35.4
369 1773 8.15 10.28
369 3848 6.54 10.65
369 914 4.71 11.32
369 3830 18.36 40.29
369 3886 11.43 26.96
370 975 7.27 12.77
370 2564 18.43 44.02
370 1721 2.72 4.39
370 3037 17.64 28.85
370 1661 4.57 8.84
371 1254 8.34 12.93
371 3071 15.95 24.26
371 2746 11.6 23.17
371 1222 6.23 9.48
371 790 3.12 4.11
372 1874 6.87 16.26
372 1624 3.17 5.12
372 500 18.5 36.3
372 586 1.34 2.69
372 3782 4.91 11.47
373 4751 13.27 23.35
373 1500 1.68 4.06
373 1906 4.6 9.09
373 4001 5.63 12.8
373 1609 9.74 12.72
374 4684 15.19 25.57
374 39 11.11 21.9
374 4958 16.3 36.31
374 4813 2.52 5.87
374 1880 17.98 43.8
375 1193 16.13 23.98
375 3169 5.68 14.09
375 4855 18.39 43.38
375 3348 6.09 12.86
375 3775 8.86 12.98
376 2708 16.39 30.98
376 636 13.72 17.77
376 2348 12.56 20.13
376 1719 5.51 12.34
376 500 11.04 14.85
377 3823 1.64 2.59
377 2876 4.58 7.05
377 479 5.52 10.58
377 4327 13.86 31.56
377 2611 2.41 5.46
378 4204 1.06 1.62
378 3625 18.55 44.14
378 1718 18.87 42.44
378 2556 8.14 17.11
378 307 4.96 11.04
379 3214 12.82 24.68
379 4967 16.2 27.03
379 4358 10.53 23.27
379 229 1.65 3.71
379 1922 5.28 7.96
380 4740 12.18 17.27
380 4053 14.67 21.05
380 4558 4.65 8.85
380 4683 8.56 13.81
380 98 15.06 37.28
381 477 15.66 27.36
381 4477 9.85 20.67
381 1932 14.92 28.91
381 2942 13.13 28.4
381 997 6.63 11.35
382 2020 10.22 18.95
382 4962 9.84 24.11
382 3949 3.73 5.37
382 72 15.22 32.66
382 4688 9.3 12.12
383 4219 11.8 20.92
383 3867 1.01 2.34
383 1332 17.38 37.95
383 4393 12.77 30.69
383 4707 2.91 3.55
384 1946 8.64 13.64
384 3991 9.08 16.93
384 3270 13.2 26.04
384 3981 15.71 19.11
384 4740 16.04 29.74
385 188 18.3 23.6
385 4886 13.69 24.15
385 4067 4.32 6.26
385 2272 17.13 42.05
385 2229 14.48 32.26
386 3004 15.7 31.38
386 435 14.47 18.47
386 16 17.18 39.6
386 2615 15.46 31.86
386 4247 1.35 2.26
387 1264 4.36 8.36
387 3734 9.92 23.01
387 3945 15.65 23.07
387 4621 2.81 6.85
387 4855 12.32 23.33
388 471 12.74 21.49
388 1052 7.59 15.19
388 1759 3.2 4.54
388 3451 3.37 6.75
388 1097 9.04 16.3
389 340 18.35 41.81
389 4089 9.4 14.44
389 3012 14.53 19.48
389 1625 15.17 28.69
389 1399 6.45 15.58
390 3918 1.1 2.32
390 2481 19.03 43.52
390 3964 16.28 38.97
390 1415 10.19 22.87
390 3721 1.7 2.68
391 77 4.47 6.64
391 756 2.19 3.4
391 3329 15.71 20.62
391 4355 7.47 13.34
391 1334 4.65 10.05
392 4794 8.17 19.75
392 4573 2.06 4.98
392 4143 15.95 29.16
392 3518 15.39 22.27
392 512 11.46 20.33
393 2617 13.94 23.61
393 3306 7.8 19.39
393 1128 1.55 3.5
393 3921 17.15 36.21
393 208 8.9 21.46
394 1542 8.66 20.37
394 323 18.98 29.32
394 4438 11.15 24.2
394 3987 16.81 37.79
394 1569 15.55 28.42
395 754 18.61 25.5
395 3784 18.29 33.61
395 603 19.81 36.39
395 4712 9.91 11.91
395 4780 14.27 29.76
396 953 18.13 32.77
396 4878 7.38 12.25
396 4771 1.04 1.56
396 1199 17.29 39.49
396 1689 5.99 8.71
397 1131 0.57 1.22
397 2171 7.08 12.97
397 1443 18.11 27.28
397 2035 6.2 9.84
397 2640 9.51 11.84
398 2723 2.85 4.36
398 4370 13.68 30.43
398 2788 4.96 5.99
398 506 16.42 26.3
398 2257 2.53 3.89
399 684 8.09 10.67
399 1822 7.76 18.8
399 1931 13.7 28.15
399 985 19.66 44.22
399 2731 12.55 28.2
400 3182 15.36 27.26
400 1567 12.66 30.13
400 780 15.17 21.62
400 2114 7.64 12.51
400 4560 18.49 37.15
401 419 16.3 38.65
401 1541 15.25 29.3
401 1252 9.65 15.85
401 4268 18.45 31.73
401 2569 12.66 19.46
402 1188 16.7 25.87
402 932 5.78 10.77
402 4632 18.23 28.78
402 672 18.3 35.08
402 90 11.83 17.6
403 3817 19.99 35.97
403 4820 7.01 9.71
403 2799 6.27 11.69
403 4793 3.3 6.08
403 3602 9.43 19.22
404 4273 7.86 12.81
404 1884 7.37 10.08
404 232 3.71 9.21
404 2216 9.73 12.78
404 1299 8.42 10.67
405 479 10.3 15.86
405 2130 4.6 7.38
405 2620 12.64 28.83
405 57 13.31 23.61
405 3066 14.54 31.43
406 897 5.15 11.84
406 2356 9.1 15.55
406 1320 16.07 26.31
406 3312 4.64 9.64
406 4571 19.26 47.33
407 1129 19.07 33.43
407 4932 13.81 20.96
407 1238 4.28 9.99
407 1736 4.89 9.94
407 3955 11.73 22.44
408 2794 8.07 17.27
408 1750 4.56 5.49
408 3434 4.35 7.5
408 3595 8.76 12.61
408 1228 13.06 23.01
409 4933 8.72 11.78
409 221 8.64 13.96
409 4397 16.37 19.88
409 3577 11.95 23.62
409 3513 5.48 7.07
410 3306 19.77 27.87
410 4985 10.67 22.58
410 4567 0.6 0.77
410 1699 7.76 14.95
410 3363 19.38 43.55
411 2248 5.6 10.27
411 59 5.76 13.91
411 3539 1.37 3.17
411 3167 11.62 20.5
411 556 15.48 21.73
412 1403 17.49 35.35
412 3211 18.31 41.89
412 3801 8.36 16.96
412 390 6.34 13.93
412 450 10.73 16.91
413 4078 2.33 5.52
413 981 10.7 22.39
413 1359 2.91 4.64
413 3923 3.19 6.9
413 1563 15.08 21.28
414 1034 5.21 11.62
414 4347 0.8 1.42
414 2547 15.36 35.85
414 20 14.34 33.97
414 1890 10.95 22.06
415 3060 17.59 32.25
415 4630 9.63 15.71
415 4837 8.13 12.36
415 2850 8.82 11.65
415 1421 9.47 13.11
416 253 12.0 14.58
416 2240 9.25 18.82
416 3432 15.48 23.36
416 4824 15.92 20.29
416 1735 13.05 22.27
417 289 0.87 1.26
417 2585 12.37 27.98
417 66 13.06 19.21
417 2973 16.09 23.44
417 3739 15.13 28.21
418 621 6.28 8.56
418 481 2.38 4.99
418 2127 14.66 22.12
418 1198 3.58 4.46
418 3443 5.43 10.81
419 3625 8.26 11.42
419 4101 4.57 7.81
419 3914 2.08 2.55
419 3831 7.31 9.24
419 2921 17.13 29.94
420 657 14.65 28.81
420 2482 2.56 4.26
420 681 12.66 16.23
420 1616 12.82 29.33
420 2905 12.13 21.82
421 1513 8.48 19.79
421 2649 19.82 26.07
421 2719 1.43 2.05
421 2529 9.87 18.08
421 896 7.7 10.42
422 3603 10.73 26.7
422 4819 11.32 17.27
422 3818 5.91 11.02
422 3044 7.13 12.1
422 2028 3.87 6.86
423 2320 16.52 31.22
423 1166 0.59 1.35
423 1686 15.34 22.97
423 4683 18.64 36.47
423 2536 19.27 28.69
424 715 14.72 31.75
424 126 18.48 23.52
424 1029 4.05 9.1
424 1285 14.41 27.83
424 585 7.38 14.62
425 1977 2.53 6.18
425 1926 13.57 32.45
425 4940 9.04 13.06
425 2412 1.73 2.58
425 4918 13.63 19.72
426 3546 10.34 13.23
426 1845 9.84 22.21
426 633 11.73 16.89
426 64 19.04 38.81
426 3626 14.11 34.8
427 155 1.0 1.42
427 1179 4.31 7.78
427 743 17.21 40.27
427 3457 9.79 15.47
427 291 1.33 2.87
428 154 7.96 19.71
428 2891 12.11 25.63
428 986 17.04 41.75
428 1915 17.51 37.35
428 4685 13.17 30.67
429 2270 17.31 41.92
429 3314 19.66 30.31
429 1264 19.58 27.09
429 3087 6.15 12.94
429 3953 8.78 11.3
430 1280 13.98 23.33
430 1716 17.96 42.71
430 2535 11.32 19.03
430 1969 19.3 32.3
430 2965 14.07 19.03
431 533 18.48 35.85
431 4975 6.02 10.66
431 3116 11.2 27.46
431 4867 15.52 36.58
431 2978 10.26 19.19
432 3288 8.16 15.34
432 737 2.43 3.05
432 4899 7.74 11.34
432 2285 8.13 10.07
432 3476 18.72 42.97
433 4149 16.45 21.46
433 2899 6.36 8.72
433 200 4.59 7.63
433 3659 10.72 24.96
433 3265 1.7 2.85
434 1030 19.73 48.15
434 3808 4.19 8.88
434 748 4.72 6.55
434 1510 19.34 42.86
434 3844 9.87 23.17
435 1616 1.1 2.22
435 4797 10.63 18.81
435 3352 11.99 24.95
435 3812 4.32 7.69
435 571 11.69 14.68
436 967 19.78 46.44
436 4215 13.49 29.46
436 557 14.7 25.51
436 1406 2.63 4.46
